settlement_id,settlement_name,ward_name,lga_name,name_point_id,name_assignment_method,name_assignment_distance_m,name_validation_status,evidence_grade
SET_SET_428,Sukeme Gbene,Ward_78,Sagbama,SETNAME_12025462,Nearest GRID3 settlement-name point in same ward,4977.345424,Nearest-name assignment; manual review required,E0
SET_SET_1623,Ekeremor,Ward_28,Ekeremor,SETNAME_12072900,Nearest GRID3 settlement-name point in same ward,1072.991779,Nearest-name assignment; manual review required,E0
SET_SET_1838,Polipegha Gbene,Ward_27,Ekeremor,SETNAME_12109245,Nearest GRID3 settlement-name point in same ward,1064.07605,Nearest-name assignment; manual review required,E0
SET_SET_415,Aban Gbene,Ward_60,Sagbama,SETNAME_12017924,Nearest GRID3 settlement-name point in same ward,1056.112616,Nearest-name assignment; manual review required,E0
SET_SET_2436,Yeyegbene,Ward_26,Ekeremor,SETNAME_12217098,Nearest GRID3 settlement-name point in same ward,1054.68909,Nearest-name assignment; manual review required,E0
SET_SET_1608,Ogugufagbene,Ward_27,Ekeremor,SETNAME_12141266,Nearest GRID3 settlement-name point in same ward,1052.949301,Nearest-name assignment; manual review required,E0
SET_SET_270,Akpobasaha Camp,Ward_93,Sagbama,SETNAME_12033396,Nearest GRID3 settlement-name point in same ward,1050.222929,Nearest-name assignment; manual review required,E0
SET_SET_2375,Agotuton,Ward_25,Ekeremor,SETNAME_12173827,Nearest GRID3 settlement-name point in same ward,1044.640488,Nearest-name assignment; manual review required,E0
SET_SET_1606,Akpobuloama,Ward_27,Ekeremor,SETNAME_12087389,Nearest GRID3 settlement-name point in same ward,1037.207519,Nearest-name assignment; manual review required,E0
SET_SET_1828,Ebiboloukaemi Zion,Ward_31,Ekeremor,SETNAME_12076469,Nearest GRID3 settlement-name point in same ward,1035.542743,Nearest-name assignment; manual review required,E0
SET_SET_2264,Jeremiah Gbene,Ward_25,Ekeremor,SETNAME_12197178,Nearest GRID3 settlement-name point in same ward,1035.007509,Nearest-name assignment; manual review required,E0
SET_SET_2290,Dinefieama Gbene,Ward_25,Ekeremor,SETNAME_12152141,Nearest GRID3 settlement-name point in same ward,1032.832253,Nearest-name assignment; manual review required,E0
SET_SET_72,Ekperiware,Ward_86,Sagbama,SETNAME_12119668,Nearest GRID3 settlement-name point in same ward,1026.536668,Nearest-name assignment; manual review required,E0
SET_SET_314,Tungbo,Ward_93,Sagbama,SETNAME_12044846,Nearest GRID3 settlement-name point in same ward,1025.74797,Nearest-name assignment; manual review required,E0
SET_SET_1854,Olumotugbene,Ward_25,Ekeremor,SETNAME_12074402,Nearest GRID3 settlement-name point in same ward,1022.619018,Nearest-name assignment; manual review required,E0
SET_SET_2276,Rodeyesi Gbene,Ward_25,Ekeremor,SETNAME_12056641,Nearest GRID3 settlement-name point in same ward,1016.122599,Nearest-name assignment; manual review required,E0
SET_SET_401,Opuamgbere Gbene,Ward_60,Sagbama,SETNAME_12225476,Nearest GRID3 settlement-name point in same ward,1013.284107,Nearest-name assignment; manual review required,E0
SET_SET_2197,Rachelgbene,Ward_25,Ekeremor,SETNAME_12184350,Nearest GRID3 settlement-name point in same ward,1012.401249,Nearest-name assignment; manual review required,E0
SET_SET_321,Obulubou Gbene,Ward_96,Sagbama,SETNAME_12013576,Nearest GRID3 settlement-name point in same ward,1006.633926,Nearest-name assignment; manual review required,E0
SET_SET_1626,Angelic Zion,Ward_28,Ekeremor,SETNAME_12031425,Nearest GRID3 settlement-name point in same ward,1005.30969,Nearest-name assignment; manual review required,E0
SET_SET_1609,Ogugufagbene,Ward_27,Ekeremor,SETNAME_12141266,Nearest GRID3 settlement-name point in same ward,987.3411284,Nearest-name assignment; manual review required,E0
SET_SET_53,Saidem Camp Iii,Ward_83,Sagbama,SETNAME_12128078,Nearest GRID3 settlement-name point in same ward,986.4317602,Nearest-name assignment; manual review required,E0
SET_SET_1816,Authoritygbene I,Ward_25,Ekeremor,SETNAME_12082018,Nearest GRID3 settlement-name point in same ward,980.8539572,Nearest-name assignment; manual review required,E0
SET_SET_313,Tungbo,Ward_93,Sagbama,SETNAME_12044846,Nearest GRID3 settlement-name point in same ward,962.5939722,Nearest-name assignment; manual review required,E0
SET_SET_404,Goldogbo Gbene,Ward_57,Sagbama,SETNAME_12246260,Nearest GRID3 settlement-name point in same ward,961.3812719,Nearest-name assignment; manual review required,E0
SET_SET_1882,Simon Gbene,Ward_26,Ekeremor,SETNAME_12281527,Nearest GRID3 settlement-name point in same ward,960.9799175,Nearest-name assignment; manual review required,E0
SET_SET_2458,English Gbene,Ward_27,Ekeremor,SETNAME_12164309,Nearest GRID3 settlement-name point in same ward,955.569423,Nearest-name assignment; manual review required,E0
SET_SET_1738,New Jerusalem Zion,Ward_31,Ekeremor,SETNAME_12267335,Nearest GRID3 settlement-name point in same ward,950.264684,Nearest-name assignment; manual review required,E0
SET_SET_1175,Ojrus Gbene,Ward_57,Sagbama,SETNAME_12119655,Nearest GRID3 settlement-name point in same ward,949.601816,Nearest-name assignment; manual review required,E0
SET_SET_1154,Amagbe Camp,Ward_93,Sagbama,SETNAME_12121513,Nearest GRID3 settlement-name point in same ward,947.7665346,Nearest-name assignment; manual review required,E0
SET_SET_1104,Toru Ebeni Ii,Ward_96,Sagbama,SETNAME_12214144,Nearest GRID3 settlement-name point in same ward,947.1131774,Nearest-name assignment; manual review required,E0
SET_SET_1149,New Patani,Ward_93,Sagbama,SETNAME_12088969,Nearest GRID3 settlement-name point in same ward,941.8798657,Nearest-name assignment; manual review required,E0
SET_SET_1697,Egiren Gbene,Ward_27,Ekeremor,SETNAME_12210521,Nearest GRID3 settlement-name point in same ward,941.681994,Nearest-name assignment; manual review required,E0
SET_SET_2131,Glory Zion,Ward_30,Ekeremor,SETNAME_12042363,Nearest GRID3 settlement-name point in same ward,935.4034006,Nearest-name assignment; manual review required,E0
SET_SET_1730,Dio Gbene,Ward_28,Ekeremor,SETNAME_12022173,Nearest GRID3 settlement-name point in same ward,935.1431037,Nearest-name assignment; manual review required,E0
SET_SET_1784,Tumuke Ebigbene,Ward_25,Ekeremor,SETNAME_12220020,Nearest GRID3 settlement-name point in same ward,934.9428373,Nearest-name assignment; manual review required,E0
SET_SET_1648,Thompsongbene,Ward_5,Ekeremor,SETNAME_12227377,Nearest GRID3 settlement-name point in same ward,929.2317069,Nearest-name assignment; manual review required,E0
SET_SET_2294,Rodeyesi Gbene,Ward_25,Ekeremor,SETNAME_12056641,Nearest GRID3 settlement-name point in same ward,923.5601381,Nearest-name assignment; manual review required,E0
SET_SET_2268,Agotuton,Ward_25,Ekeremor,SETNAME_12173827,Nearest GRID3 settlement-name point in same ward,918.4904928,Nearest-name assignment; manual review required,E0
SET_SET_482,Oboh Camp,Ward_83,Sagbama,SETNAME_12089302,Nearest GRID3 settlement-name point in same ward,917.6589219,Nearest-name assignment; manual review required,E0
SET_SET_1086,Binatonghan Ama,Ward_93,Sagbama,SETNAME_12101647,Nearest GRID3 settlement-name point in same ward,913.2740072,Nearest-name assignment; manual review required,E0
SET_SET_84,Amgbariam Agbene,Ward_81,Sagbama,SETNAME_12101377,Nearest GRID3 settlement-name point in same ward,908.2769514,Nearest-name assignment; manual review required,E0
SET_SET_2388,Gagbaere Gbene,Ward_25,Ekeremor,SETNAME_12271757,Nearest GRID3 settlement-name point in same ward,907.3960769,Nearest-name assignment; manual review required,E0
SET_SET_1866,Paikegha Gbene,Ward_25,Ekeremor,SETNAME_12108608,Nearest GRID3 settlement-name point in same ward,904.3499948,Nearest-name assignment; manual review required,E0
SET_SET_1876,Nor Gbene Ii,Ward_26,Ekeremor,SETNAME_12287137,Nearest GRID3 settlement-name point in same ward,902.8986792,Nearest-name assignment; manual review required,E0
SET_SET_2220,Deide Central Zion,Ward_25,Ekeremor,SETNAME_12142552,Nearest GRID3 settlement-name point in same ward,902.3142915,Nearest-name assignment; manual review required,E0
SET_SET_476,Angonemi Gbene,Ward_78,Sagbama,SETNAME_12123578,Nearest GRID3 settlement-name point in same ward,901.330137,Nearest-name assignment; manual review required,E0
SET_SET_1592,Brimola Gbene I,Ward_23,Ekeremor,SETNAME_12083795,Nearest GRID3 settlement-name point in same ward,899.0624947,Nearest-name assignment; manual review required,E0
SET_SET_2256,Polobiri Gbene,Ward_25,Ekeremor,SETNAME_12102124,Nearest GRID3 settlement-name point in same ward,886.8484903,Nearest-name assignment; manual review required,E0
SET_SET_1624,Odisi Gbene,Ward_28,Ekeremor,SETNAME_12105341,Nearest GRID3 settlement-name point in same ward,882.0567935,Nearest-name assignment; manual review required,E0
SET_SET_1884,New Jerusalem Zion,Ward_31,Ekeremor,SETNAME_12267335,Nearest GRID3 settlement-name point in same ward,881.1228494,Nearest-name assignment; manual review required,E0
SET_SET_2152,Lagos Gbene,Ward_5,Ekeremor,SETNAME_12067478,Nearest GRID3 settlement-name point in same ward,879.8786406,Nearest-name assignment; manual review required,E0
SET_SET_1881,Yeyegbene,Ward_26,Ekeremor,SETNAME_12217098,Nearest GRID3 settlement-name point in same ward,875.2048478,Nearest-name assignment; manual review required,E0
SET_SET_2454,Etonye Gbene,Ward_28,Ekeremor,SETNAME_12091668,Nearest GRID3 settlement-name point in same ward,856.9791429,Nearest-name assignment; manual review required,E0
SET_SET_96,Asandabowari,Ward_78,Sagbama,SETNAME_12039250,Nearest GRID3 settlement-name point in same ward,854.2704658,Nearest-name assignment; manual review required,E0
SET_SET_1616,Ekeremor Town,Ward_28,Ekeremor,SETNAME_12268660,Nearest GRID3 settlement-name point in same ward,851.7503356,Nearest-name assignment; manual review required,E0
SET_SET_273,Ofubo Camp,Ward_93,Sagbama,SETNAME_12192001,Nearest GRID3 settlement-name point in same ward,849.9453899,Nearest-name assignment; manual review required,E0
SET_SET_1844,Dennisgbene,Ward_25,Ekeremor,SETNAME_12128820,Nearest GRID3 settlement-name point in same ward,832.5657713,Nearest-name assignment; manual review required,E0
SET_SET_1678,Ayei Gbene,Ward_32,Ekeremor,SETNAME_12228175,Nearest GRID3 settlement-name point in same ward,829.7517849,Nearest-name assignment; manual review required,E0
SET_SET_1673,Ebiama Zion,Ward_34,Ekeremor,SETNAME_12236618,Nearest GRID3 settlement-name point in same ward,827.1214516,Nearest-name assignment; manual review required,E0
SET_SET_1707,Branyo Gbene,Ward_31,Ekeremor,SETNAME_12026410,Nearest GRID3 settlement-name point in same ward,818.7361554,Nearest-name assignment; manual review required,E0
SET_SET_1174,Akele Gbene,Ward_57,Sagbama,SETNAME_12152173,Nearest GRID3 settlement-name point in same ward,811.922135,Nearest-name assignment; manual review required,E0
SET_SET_98,Sampou Ama,Ward_80,Sagbama,SETNAME_12019327,Nearest GRID3 settlement-name point in same ward,810.6216108,Nearest-name assignment; manual review required,E0
SET_SET_1680,Egbusuware,Ward_104,Ekeremor,SETNAME_12088220,Nearest GRID3 settlement-name point in same ward,806.8594553,Nearest-name assignment; manual review required,E0
SET_SET_1664,Karen Ama,Ward_32,Ekeremor,SETNAME_12043811,Nearest GRID3 settlement-name point in same ward,790.3687957,Nearest-name assignment; manual review required,E0
SET_SET_28,Iwuvo Camp,Ward_83,Sagbama,SETNAME_12233056,Nearest GRID3 settlement-name point in same ward,789.5453213,Nearest-name assignment; manual review required,E0
SET_SET_32,Anam Camp Vii,Ward_83,Sagbama,SETNAME_12147327,Nearest GRID3 settlement-name point in same ward,782.3113921,Nearest-name assignment; manual review required,E0
SET_SET_1847,Stanleygbene,Ward_25,Ekeremor,SETNAME_12110312,Nearest GRID3 settlement-name point in same ward,776.9339505,Nearest-name assignment; manual review required,E0
SET_SET_691,Fourbiri Quarter,Ward_64,Sagbama,SETNAME_12199239,Nearest GRID3 settlement-name point in same ward,768.0833938,Nearest-name assignment; manual review required,E0
SET_SET_1172,Ogbein Gbene,Ward_64,Sagbama,SETNAME_12165180,Nearest GRID3 settlement-name point in same ward,766.2490361,Nearest-name assignment; manual review required,E0
SET_SET_1895,Kiriareyegbene I,Ward_31,Ekeremor,SETNAME_12104114,Nearest GRID3 settlement-name point in same ward,765.4164973,Nearest-name assignment; manual review required,E0
SET_SET_684,Ekiye Camp,Ward_93,Sagbama,SETNAME_12278238,Nearest GRID3 settlement-name point in same ward,762.7681178,Nearest-name assignment; manual review required,E0
SET_SET_2459,Angelic Zion,Ward_28,Ekeremor,SETNAME_12031425,Nearest GRID3 settlement-name point in same ward,753.3643423,Nearest-name assignment; manual review required,E0
SET_SET_376,Amadugbene,Ward_93,Sagbama,SETNAME_12026227,Nearest GRID3 settlement-name point in same ward,752.3087197,Nearest-name assignment; manual review required,E0
SET_SET_2449,Asia Gbene,Ward_28,Ekeremor,SETNAME_12261650,Nearest GRID3 settlement-name point in same ward,748.6463483,Nearest-name assignment; manual review required,E0
SET_SET_1717,Egbaliboro Gbene,Ward_28,Ekeremor,SETNAME_12053406,Nearest GRID3 settlement-name point in same ward,735.4601667,Nearest-name assignment; manual review required,E0
SET_SET_412,Oruseri Gha Gbene,Ward_64,Sagbama,SETNAME_12279854,Nearest GRID3 settlement-name point in same ward,730.7883234,Nearest-name assignment; manual review required,E0
SET_SET_2154,Mamiwotagbene,Ward_5,Ekeremor,SETNAME_12031462,Nearest GRID3 settlement-name point in same ward,730.6541017,Nearest-name assignment; manual review required,E0
SET_SET_301,Oweisingha Gbene,Ward_78,Sagbama,SETNAME_12035248,Nearest GRID3 settlement-name point in same ward,730.5295061,Nearest-name assignment; manual review required,E0
SET_SET_264,New Patani,Ward_93,Sagbama,SETNAME_12088969,Nearest GRID3 settlement-name point in same ward,725.1676584,Nearest-name assignment; manual review required,E0
SET_SET_2144,Pashanti Gbene V,Ward_5,Ekeremor,SETNAME_12091359,Nearest GRID3 settlement-name point in same ward,725.1264205,Nearest-name assignment; manual review required,E0
SET_SET_2164,Bouperegha Gbene,Ward_25,Ekeremor,SETNAME_12220689,Nearest GRID3 settlement-name point in same ward,723.866062,Nearest-name assignment; manual review required,E0
SET_SET_294,Kala Dono Camp,Ward_93,Sagbama,SETNAME_12131570,Nearest GRID3 settlement-name point in same ward,720.0461827,Nearest-name assignment; manual review required,E0
SET_SET_1653,Deinnimugha,Ward_5,Ekeremor,SETNAME_12067049,Nearest GRID3 settlement-name point in same ward,719.7940131,Nearest-name assignment; manual review required,E0
SET_SET_1708,Amakere Gbene,Ward_28,Ekeremor,SETNAME_12140191,Nearest GRID3 settlement-name point in same ward,712.1279277,Nearest-name assignment; manual review required,E0
SET_SET_1721,Esamasuode Gbene,Ward_31,Ekeremor,SETNAME_12015969,Nearest GRID3 settlement-name point in same ward,705.1918105,Nearest-name assignment; manual review required,E0
SET_SET_1167,Aya Arukara Gbene,Ward_57,Sagbama,SETNAME_12069255,Nearest GRID3 settlement-name point in same ward,702.7224143,Nearest-name assignment; manual review required,E0
SET_SET_271,Akpobasaha Camp,Ward_93,Sagbama,SETNAME_12033396,Nearest GRID3 settlement-name point in same ward,697.9709315,Nearest-name assignment; manual review required,E0
SET_SET_21,Ayanmapou,Ward_86,Sagbama,SETNAME_12083220,Nearest GRID3 settlement-name point in same ward,695.8047616,Nearest-name assignment; manual review required,E0
SET_SET_2479,Aleibiri,Ward_29,Ekeremor,SETNAME_12069586,Nearest GRID3 settlement-name point in same ward,691.2633888,Nearest-name assignment; manual review required,E0
SET_SET_2483,Holy Centre Zion,Ward_31,Ekeremor,SETNAME_12143841,Nearest GRID3 settlement-name point in same ward,681.2652961,Nearest-name assignment; manual review required,E0
SET_SET_2196,Perebokekeme Gbene,Ward_25,Ekeremor,SETNAME_12055769,Nearest GRID3 settlement-name point in same ward,674.8221921,Nearest-name assignment; manual review required,E0
SET_SET_2163,Dugs Gbene,Ward_25,Ekeremor,SETNAME_12225528,Nearest GRID3 settlement-name point in same ward,664.9273218,Nearest-name assignment; manual review required,E0
SET_SET_455,Ossiama,Ward_97,Sagbama,SETNAME_12242733,Nearest GRID3 settlement-name point in same ward,658.1360226,Nearest-name assignment; manual review required,E0
SET_SET_464,Odorubo,Ward_65,Sagbama,SETNAME_12160388,Nearest GRID3 settlement-name point in same ward,656.5244549,Nearest-name assignment; manual review required,E0
SET_SET_1776,Edimide Gbene Ii,Ward_32,Ekeremor,SETNAME_12250829,Nearest GRID3 settlement-name point in same ward,653.0592033,Nearest-name assignment; manual review required,E0
SET_SET_1663,Karen Ama,Ward_32,Ekeremor,SETNAME_12043811,Nearest GRID3 settlement-name point in same ward,651.0719978,Nearest-name assignment; manual review required,E0
SET_SET_1813,Tobamagbene,Ward_25,Ekeremor,SETNAME_12136903,Nearest GRID3 settlement-name point in same ward,648.1995297,Nearest-name assignment; manual review required,E0
SET_SET_2460,Angelic Zion,Ward_28,Ekeremor,SETNAME_12031425,Nearest GRID3 settlement-name point in same ward,643.4750642,Nearest-name assignment; manual review required,E0
SET_SET_33,Onumiri Camp,Ward_81,Sagbama,SETNAME_12060576,Nearest GRID3 settlement-name point in same ward,640.4540623,Nearest-name assignment; manual review required,E0
SET_SET_265,Akpobasaha Camp,Ward_93,Sagbama,SETNAME_12033396,Nearest GRID3 settlement-name point in same ward,638.2016078,Nearest-name assignment; manual review required,E0
SET_SET_95,Sukeme Gbene,Ward_78,Sagbama,SETNAME_12025462,Nearest GRID3 settlement-name point in same ward,634.5340282,Nearest-name assignment; manual review required,E0
SET_SET_411,Oruseri Gha Gbene,Ward_64,Sagbama,SETNAME_12279854,Nearest GRID3 settlement-name point in same ward,633.2474046,Nearest-name assignment; manual review required,E0
SET_SET_2273,Benbiri New Year,Ward_25,Ekeremor,SETNAME_12017837,Nearest GRID3 settlement-name point in same ward,627.343804,Nearest-name assignment; manual review required,E0
SET_SET_479,Enianaigbene,Ward_78,Sagbama,SETNAME_12070418,Nearest GRID3 settlement-name point in same ward,622.7008201,Nearest-name assignment; manual review required,E0
SET_SET_63,Saidem Camp Iii,Ward_83,Sagbama,SETNAME_12128078,Nearest GRID3 settlement-name point in same ward,621.9842286,Nearest-name assignment; manual review required,E0
SET_SET_1085,Binatonghan Ama,Ward_93,Sagbama,SETNAME_12101647,Nearest GRID3 settlement-name point in same ward,621.2823687,Nearest-name assignment; manual review required,E0
SET_SET_1817,Ayibamienghe,Ward_25,Ekeremor,SETNAME_12111726,Nearest GRID3 settlement-name point in same ward,619.8152746,Nearest-name assignment; manual review required,E0
SET_SET_473,Angonemi Gbene,Ward_78,Sagbama,SETNAME_12123578,Nearest GRID3 settlement-name point in same ward,619.3437932,Nearest-name assignment; manual review required,E0
SET_SET_1735,Beinmo Ama,Ward_31,Ekeremor,SETNAME_12247045,Nearest GRID3 settlement-name point in same ward,614.8651388,Nearest-name assignment; manual review required,E0
SET_SET_2374,Alaedi Gbene,Ward_25,Ekeremor,SETNAME_12237266,Nearest GRID3 settlement-name point in same ward,612.6383123,Nearest-name assignment; manual review required,E0
SET_SET_1108,Olotu Gbene,Ward_96,Sagbama,SETNAME_12146996,Nearest GRID3 settlement-name point in same ward,611.5158436,Nearest-name assignment; manual review required,E0
SET_SET_2157,Orobiri,Ward_5,Ekeremor,SETNAME_12166072,Nearest GRID3 settlement-name point in same ward,608.7360547,Nearest-name assignment; manual review required,E0
SET_SET_1785,Tumuke Ebigbene,Ward_25,Ekeremor,SETNAME_12220020,Nearest GRID3 settlement-name point in same ward,604.9932247,Nearest-name assignment; manual review required,E0
SET_SET_2150,Lagos Gbene,Ward_5,Ekeremor,SETNAME_12067478,Nearest GRID3 settlement-name point in same ward,604.9110416,Nearest-name assignment; manual review required,E0
SET_SET_1670,Ebilowei Aleibiri Ii,Ward_32,Ekeremor,SETNAME_12018971,Nearest GRID3 settlement-name point in same ward,603.4977294,Nearest-name assignment; manual review required,E0
SET_SET_1731,Atimi Gbene,Ward_28,Ekeremor,SETNAME_12218836,Nearest GRID3 settlement-name point in same ward,601.112113,Nearest-name assignment; manual review required,E0
SET_SET_1082,Ayama Adagbabiri,Ward_62,Sagbama,SETNAME_12225665,Nearest GRID3 settlement-name point in same ward,598.1493749,Nearest-name assignment; manual review required,E0
SET_SET_2267,Guorbo Gbene,Ward_25,Ekeremor,SETNAME_12177248,Nearest GRID3 settlement-name point in same ward,593.2378858,Nearest-name assignment; manual review required,E0
SET_SET_1896,Kiriareyegbene I,Ward_31,Ekeremor,SETNAME_12104114,Nearest GRID3 settlement-name point in same ward,589.5427455,Nearest-name assignment; manual review required,E0
SET_SET_1714,Gbirinki Gbene,Ward_28,Ekeremor,SETNAME_12011604,Nearest GRID3 settlement-name point in same ward,581.9991281,Nearest-name assignment; manual review required,E0
SET_SET_1611,Angelic Zion,Ward_28,Ekeremor,SETNAME_12031425,Nearest GRID3 settlement-name point in same ward,579.4597875,Nearest-name assignment; manual review required,E0
SET_SET_402,Ogboru Gbene,Ward_57,Sagbama,SETNAME_12127359,Nearest GRID3 settlement-name point in same ward,576.7926453,Nearest-name assignment; manual review required,E0
SET_SET_1153,New Patani,Ward_93,Sagbama,SETNAME_12088969,Nearest GRID3 settlement-name point in same ward,575.2625169,Nearest-name assignment; manual review required,E0
SET_SET_2488,Perekiri Zion,Ward_104,Ekeremor,SETNAME_12120184,Nearest GRID3 settlement-name point in same ward,564.0907788,Nearest-name assignment; manual review required,E0
SET_SET_378,Aladorgbene,Ward_93,Sagbama,SETNAME_12195083,Nearest GRID3 settlement-name point in same ward,563.4790474,Nearest-name assignment; manual review required,E0
SET_SET_293,Ogboro Dono Camp,Ward_93,Sagbama,SETNAME_12137888,Nearest GRID3 settlement-name point in same ward,563.0165671,Nearest-name assignment; manual review required,E0
SET_SET_1081,Indiamazi,Ward_62,Sagbama,SETNAME_12158074,Nearest GRID3 settlement-name point in same ward,554.542242,Nearest-name assignment; manual review required,E0
SET_SET_99,Sampou Ama,Ward_80,Sagbama,SETNAME_12019327,Nearest GRID3 settlement-name point in same ward,553.2092106,Nearest-name assignment; manual review required,E0
SET_SET_2274,Ebomoye Gbene,Ward_25,Ekeremor,SETNAME_12204612,Nearest GRID3 settlement-name point in same ward,550.9991031,Nearest-name assignment; manual review required,E0
SET_SET_1176,Ogbein Gbene,Ward_64,Sagbama,SETNAME_12165180,Nearest GRID3 settlement-name point in same ward,547.7311475,Nearest-name assignment; manual review required,E0
SET_SET_318,Olukaware Quarter,Ward_64,Sagbama,SETNAME_12264168,Nearest GRID3 settlement-name point in same ward,544.7342938,Nearest-name assignment; manual review required,E0
SET_SET_1840,Osadebe Gbene,Ward_27,Ekeremor,SETNAME_12150808,Nearest GRID3 settlement-name point in same ward,543.3532338,Nearest-name assignment; manual review required,E0
SET_SET_1160,Korodeei Gbene,Ward_93,Sagbama,SETNAME_12142514,Nearest GRID3 settlement-name point in same ward,542.0057076,Nearest-name assignment; manual review required,E0
SET_SET_2151,Lagos Gbene,Ward_5,Ekeremor,SETNAME_12067478,Nearest GRID3 settlement-name point in same ward,528.3147116,Nearest-name assignment; manual review required,E0
SET_SET_1598,Diwebou Gbene Iii,Ward_27,Ekeremor,SETNAME_12146203,Nearest GRID3 settlement-name point in same ward,522.1536014,Nearest-name assignment; manual review required,E0
SET_SET_319,Okumbiri,Ward_96,Sagbama,SETNAME_12068331,Nearest GRID3 settlement-name point in same ward,518.0966876,Nearest-name assignment; manual review required,E0
SET_SET_408,Maraji Gbene,Ward_57,Sagbama,SETNAME_12172930,Nearest GRID3 settlement-name point in same ward,516.9866898,Nearest-name assignment; manual review required,E0
SET_SET_1662,Ayei Gbene,Ward_32,Ekeremor,SETNAME_12228175,Nearest GRID3 settlement-name point in same ward,513.1884509,Nearest-name assignment; manual review required,E0
SET_SET_377,Aladorgbene,Ward_93,Sagbama,SETNAME_12195083,Nearest GRID3 settlement-name point in same ward,507.1129121,Nearest-name assignment; manual review required,E0
SET_SET_25,Ozobene Camp,Ward_83,Sagbama,SETNAME_12255989,Nearest GRID3 settlement-name point in same ward,505.7942018,Nearest-name assignment; manual review required,E0
SET_SET_1173,Akele Gbene,Ward_57,Sagbama,SETNAME_12152173,Nearest GRID3 settlement-name point in same ward,504.6752845,Nearest-name assignment; manual review required,E0
SET_SET_1691,English Gbene,Ward_27,Ekeremor,SETNAME_12164309,Nearest GRID3 settlement-name point in same ward,492.9648733,Nearest-name assignment; manual review required,E0
SET_SET_2481,Monako Ama,Ward_26,Ekeremor,SETNAME_12066385,Nearest GRID3 settlement-name point in same ward,488.7431561,Nearest-name assignment; manual review required,E0
SET_SET_1156,New Patani,Ward_93,Sagbama,SETNAME_12088969,Nearest GRID3 settlement-name point in same ward,480.3436875,Nearest-name assignment; manual review required,E0
SET_SET_1649,Amazor,Ward_5,Ekeremor,SETNAME_12281775,Nearest GRID3 settlement-name point in same ward,480.1220328,Nearest-name assignment; manual review required,E0
SET_SET_2207,Olugbene,Ward_25,Ekeremor,SETNAME_12202035,Nearest GRID3 settlement-name point in same ward,474.3484129,Nearest-name assignment; manual review required,E0
SET_SET_1875,Enagha Gbene,Ward_26,Ekeremor,SETNAME_12150068,Nearest GRID3 settlement-name point in same ward,470.5970063,Nearest-name assignment; manual review required,E0
SET_SET_692,Fourbiri Quarter,Ward_64,Sagbama,SETNAME_12199239,Nearest GRID3 settlement-name point in same ward,467.4354887,Nearest-name assignment; manual review required,E0
SET_SET_73,Yeri Farm Camp,Ward_86,Sagbama,SETNAME_12214844,Nearest GRID3 settlement-name point in same ward,467.1562709,Nearest-name assignment; manual review required,E0
SET_SET_70,Iwhiritobi Camp,Ward_83,Sagbama,SETNAME_12245896,Nearest GRID3 settlement-name point in same ward,464.6410712,Nearest-name assignment; manual review required,E0
SET_SET_62,Saidem Camp Iii,Ward_83,Sagbama,SETNAME_12128078,Nearest GRID3 settlement-name point in same ward,463.9280436,Nearest-name assignment; manual review required,E0
SET_SET_1690,Atabai Gbene,Ward_27,Ekeremor,SETNAME_12154089,Nearest GRID3 settlement-name point in same ward,462.5292482,Nearest-name assignment; manual review required,E0
SET_SET_2225,Alice Gbene,Ward_25,Ekeremor,SETNAME_12230146,Nearest GRID3 settlement-name point in same ward,457.3940672,Nearest-name assignment; manual review required,E0
SET_SET_2191,Perebokekeme Gbene,Ward_25,Ekeremor,SETNAME_12055769,Nearest GRID3 settlement-name point in same ward,455.5170811,Nearest-name assignment; manual review required,E0
SET_SET_1765,Fun Gbene,Ward_32,Ekeremor,SETNAME_12094215,Nearest GRID3 settlement-name point in same ward,453.846232,Nearest-name assignment; manual review required,E0
SET_SET_1850,Monday O Gbene,Ward_25,Ekeremor,SETNAME_12059063,Nearest GRID3 settlement-name point in same ward,450.0089158,Nearest-name assignment; manual review required,E0
SET_SET_1159,Tungbo,Ward_93,Sagbama,SETNAME_12044846,Nearest GRID3 settlement-name point in same ward,443.4475822,Nearest-name assignment; manual review required,E0
SET_SET_1821,Abrahamgbene,Ward_25,Ekeremor,SETNAME_12094331,Nearest GRID3 settlement-name point in same ward,438.7148423,Nearest-name assignment; manual review required,E0
SET_SET_403,Goldogbo Gbene,Ward_57,Sagbama,SETNAME_12246260,Nearest GRID3 settlement-name point in same ward,432.0202992,Nearest-name assignment; manual review required,E0
SET_SET_1842,Selekeowei,Ward_25,Ekeremor,SETNAME_12084557,Nearest GRID3 settlement-name point in same ward,431.5581723,Nearest-name assignment; manual review required,E0
SET_SET_2145,Pashanti Gbene V,Ward_5,Ekeremor,SETNAME_12091359,Nearest GRID3 settlement-name point in same ward,429.0739157,Nearest-name assignment; manual review required,E0
SET_SET_1712,Hitele Gbene,Ward_28,Ekeremor,SETNAME_12186726,Nearest GRID3 settlement-name point in same ward,428.2380991,Nearest-name assignment; manual review required,E0
SET_SET_1591,Brimola Gbene I,Ward_23,Ekeremor,SETNAME_12083795,Nearest GRID3 settlement-name point in same ward,422.5728534,Nearest-name assignment; manual review required,E0
SET_SET_1786,Tumuke Ebigbene,Ward_25,Ekeremor,SETNAME_12220020,Nearest GRID3 settlement-name point in same ward,419.7125987,Nearest-name assignment; manual review required,E0
